Date,Open,High,Low,Close,Adj Close,Volume
2022-12-19,34.880001,35.520000,33.849998,34.430000,34.430000,1354200
2022-12-20,34.410000,35.180000,33.930000,34.500000,34.500000,665900
2022-12-21,35.369999,35.849998,34.560001,35.680000,35.680000,961200
2022-12-22,35.509998,35.630001,33.689999,34.770000,34.770000,1065900
2022-12-23,35.330002,36.299999,35.290001,36.259998,36.259998,1200300
2022-12-27,36.540001,36.779999,35.849998,36.709999,36.709999,884800
2022-12-28,36.540001,36.770000,34.419998,34.549999,34.549999,1348300
2022-12-29,34.299999,35.889999,34.240002,35.869999,35.869999,1080900
2022-12-30,35.570000,37.130001,35.330002,37.090000,37.090000,1137800
2023-01-03,36.509998,37.009998,34.310001,34.660000,34.660000,1290400
2023-01-04,33.700001,35.070000,33.580002,34.730000,34.730000,972500
2023-01-05,34.580002,36.029999,33.990002,35.389999,35.389999,1095400
2023-01-06,36.160000,36.709999,35.360001,36.299999,36.299999,858900
2023-01-09,37.240002,37.509998,35.820000,35.939999,35.939999,1064500
2023-01-10,36.770000,36.880001,35.419998,36.630001,36.630001,669200
2023-01-11,37.270000,37.349998,36.250000,37.259998,37.259998,746000
2023-01-12,37.720001,39.520000,37.520000,39.439999,39.439999,1439300
2023-01-13,39.419998,40.419998,39.009998,40.150002,40.150002,1042500
2023-01-17,40.750000,41.130001,40.150002,40.490002,40.490002,712500
2023-01-18,40.910000,41.770000,39.619999,39.660000,39.660000,978500
2023-01-19,39.360001,41.830002,39.310001,41.520000,41.520000,1311800
2023-01-20,41.910000,42.660000,41.250000,42.650002,42.650002,944600
2023-01-23,43.330002,43.779999,42.939999,43.630001,43.630001,1042200
2023-01-24,43.169998,43.610001,42.389999,42.730000,42.730000,829700
2023-01-25,42.360001,42.880001,41.639999,42.779999,42.779999,709200
2023-01-26,43.500000,44.090000,42.669998,43.889999,43.889999,925200
2023-01-27,44.009998,44.490002,43.119999,43.270000,43.270000,725800
2023-01-30,42.509998,42.639999,41.400002,41.450001,41.450001,721800
2023-01-31,41.200001,42.689999,40.880001,42.549999,42.549999,643700
2023-02-01,42.500000,42.500000,39.500000,41.639999,41.639999,1356800
2023-02-02,41.740002,42.099998,39.900002,40.549999,40.549999,1236500
2023-02-03,40.549999,42.290001,40.119999,40.209999,40.209999,1183600
2023-02-06,40.290001,40.570000,38.369999,39.240002,39.240002,1213000
2023-02-07,39.450001,41.799999,39.090000,41.790001,41.790001,1195300
2023-02-08,41.709999,42.270000,40.770000,41.320000,41.320000,749400
2023-02-09,41.509998,41.509998,39.500000,39.570000,39.570000,1273000
2023-02-10,40.369999,41.889999,40.169998,41.820000,41.820000,1524000
2023-02-13,41.189999,41.840000,40.310001,41.270000,41.270000,978000
2023-02-14,40.759998,41.689999,39.889999,41.490002,41.490002,810200
2023-02-15,40.750000,40.750000,38.599998,40.400002,40.400002,2127700
2023-02-16,40.000000,40.439999,38.680000,38.689999,38.689999,1418600
2023-02-17,37.930000,37.930000,35.700001,36.110001,36.110001,2211600
2023-02-21,35.680000,36.500000,35.200001,35.299999,35.299999,1516400
2023-02-22,35.119999,35.630001,34.070000,34.799999,34.799999,2130700
2023-02-23,35.939999,37.669998,35.799999,37.320000,37.320000,2955400
2023-02-24,36.700001,38.450001,36.290001,38.270000,38.270000,1828100
2023-02-27,38.669998,39.709999,38.029999,39.279999,39.279999,1128700
2023-02-28,40.000000,40.160000,38.759998,38.759998,38.759998,1315200
2023-03-01,38.950001,40.119999,38.599998,39.779999,39.779999,1274500
2023-03-02,39.439999,40.820000,38.950001,40.560001,40.560001,1459100
2023-03-03,40.020000,42.720001,39.660000,42.240002,42.240002,1510800
2023-03-06,41.750000,41.750000,40.540001,40.860001,40.860001,1171000
2023-03-07,40.610001,40.840000,39.490002,39.590000,39.590000,1207400
2023-03-08,39.410000,40.180000,38.130001,38.750000,38.750000,1065700
2023-03-09,39.169998,39.689999,37.180000,37.220001,37.220001,1073200
2023-03-10,37.000000,38.049999,36.049999,36.459999,36.459999,1564300
2023-03-13,35.049999,36.529999,34.160000,34.630001,34.630001,2662900
2023-03-14,34.930000,36.200001,33.389999,34.099998,34.099998,2181500
2023-03-15,32.439999,32.779999,30.020000,30.219999,30.219999,4567600
2023-03-16,29.520000,30.910000,28.910000,30.559999,30.559999,3467400
2023-03-17,30.480000,30.700001,28.950001,29.750000,29.750000,4353800
2023-03-20,29.790001,30.940001,29.770000,30.010000,30.010000,2112100
2023-03-21,30.920000,31.860001,30.920000,31.420000,31.420000,1954400
2023-03-22,31.590000,32.200001,30.639999,30.660000,30.660000,2026100
2023-03-23,30.959999,31.770000,29.600000,30.260000,30.260000,1357900
2023-03-24,29.350000,30.670000,29.100000,30.580000,30.580000,1599100
2023-03-27,31.209999,32.430000,30.510000,32.270000,32.270000,1451500
2023-03-28,32.279999,32.860001,31.900000,32.520000,32.520000,1201700
2023-03-29,33.310001,33.500000,32.549999,33.110001,33.110001,1200600
2023-03-30,33.540001,33.540001,32.869999,33.250000,33.250000,1100800
2023-03-31,33.500000,33.959999,33.209999,33.439999,33.439999,1336400
2023-04-03,35.880001,37.509998,35.259998,36.990002,36.990002,3458000
2023-04-04,37.310001,37.419998,35.730000,36.340000,36.340000,1797100
2023-04-05,36.529999,36.810001,35.860001,36.279999,36.279999,1783100
2023-04-06,36.070000,36.400002,35.369999,35.380001,35.380001,1020900
2023-04-10,35.770000,36.990002,35.639999,36.439999,36.439999,1552100
2023-04-11,36.799999,37.299999,35.930000,36.820000,36.820000,1288400
2023-04-12,37.200001,37.799999,36.689999,37.490002,37.490002,1239800
